City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,beringovskiy,63.05,179.3167,1.68,99,100,5.82,RU,1669935977
284,ewa beach,21.3156,-158.0072,28.97,57,20,5.14,US,1669935978
285,russell,32.3502,-85.1999,12.78,40,0,1.54,US,1669935853
286,ribeira grande,38.5167,-28.7,14.32,60,74,5.81,PT,1669935978
287,osoyoos,49.0331,-119.4524,-8.45,86,83,3.34,CA,1669935979
288,clyde river,70.4692,-68.5914,-27.74,88,100,2.23,CA,1669935979
289,hirara,24.8,125.2833,23.21,80,100,10.93,JP,1669935710
290,green river,41.5286,-109.4662,4.99,48,73,2.56,US,1669935980
291,carutapera,-1.195,-46.02,26.07,82,59,4.72,BR,1669935980
292,lac du bonnet,50.2536,-96.0612,-9.68,92,87,2.13,CA,1669935980
293,plettenberg bay,-34.0527,23.3716,17.05,90,52,3.45,ZA,1669935981
294,sola,-13.8833,167.55,28.11,75,32,6.64,VU,1669935694
295,blythe,33.6103,-114.5964,21.25,30,0,6.69,US,1669935981
296,karakol,42.4907,78.3936,-3.8,66,100,2.14,KG,1669935603
297,copiapo,-27.3667,-70.3333,15.83,53,0,2.8,CL,1669935982
298,mao,39.8885,4.2658,11.31,82,0,1.54,ES,1669935982
299,sayan,-11.1361,-77.1933,21.64,72,62,2.17,PE,1669935983
300,gizo,-8.103,156.8419,28.29,74,100,1.6,SB,1669935983
301,ukiah,39.1502,-123.2078,9.65,70,40,4.12,US,1669935948
302,matara,5.9485,80.5353,23.75,91,62,1.67,LK,1669935983
303,chhaprauli,29.2167,77.1833,14.96,34,100,0.44,IN,1669935984
304,hailey,43.5196,-114.3153,-0.06,71,100,2.24,US,1669935984
305,ust-ishim,57.6935,71.1665,-25.08,95,23,1.44,RU,1669935985
306,nokaneng,-19.6667,22.2667,22.7,25,0,2.95,BW,1669935985
307,vizianagaram,18.1167,83.4167,21.19,87,4,1.49,IN,1669935985
308,havre-saint-pierre,50.2334,-63.5986,0.2,74,100,9.77,CA,1669935986
309,hendek,40.7994,30.7481,11.28,88,98,1.29,TR,1669935986
310,kloulklubed,7.0419,134.2556,27.28,75,99,5.48,PW,1669935987
311,kahului,20.8947,-156.47,27.2,76,40,6.17,US,1669935987
312,flinders,-34.5833,150.8552,20.66,74,95,3.13,AU,1669935987
313,lata,40.1629,-8.3327,5.6,76,0,1.79,PT,1669935988
314,margate,51.3813,1.3862,8.72,80,87,0.45,GB,1669935988
315,san jeronimo,-11.9472,-75.2829,15.88,47,14,1.42,PE,1669935988
316,akyab,20.15,92.9,23.82,85,4,2.55,MM,1669935989
317,kavaratti,10.5669,72.642,26.99,76,5,0.81,IN,1669935989
318,sidney,-33.8679,151.2073,21.29,64,75,5.14,AU,1669935918
319,broome,42.2506,-75.833,0.49,67,100,4.63,US,1669935990
320,ibra,22.6906,58.5334,18.4,46,81,1.25,OM,1669935990
321,san angelo,31.4638,-100.437,14.19,62,100,4.02,US,1669935881
322,tarko-sale,64.9225,77.785,-21.49,90,89,4.6,RU,1669935991
323,abrau-dyurso,44.69,37.59,3.7,71,100,3.98,RU,1669935991
324,luwingu,-10.2621,29.9271,17.04,89,98,0.92,ZM,1669935992
325,dakar,14.6937,-17.4441,24.57,67,45,7.21,SN,1669935992
326,yerbogachen,61.2767,108.0108,-23.95,92,100,3.31,RU,1669935993
327,egvekinot,66.3167,-179.1667,-1.43,99,100,5.02,RU,1669935993
328,san buenaventura,27.0833,-101.5333,19.51,45,40,3.6,MX,1669935993
329,caravelas,-17.7125,-39.2481,23.99,91,100,3.86,BR,1669935994
330,lamu,-2.2717,40.902,27.12,84,96,4.43,KE,1669935994
331,pemangkat,1.1667,108.9667,24.58,89,100,1.51,ID,1669935995
332,villa carlos paz,-31.4241,-64.4978,24.66,36,76,0.89,AR,1669935995
333,launceston,-41.45,147.1667,15.9,77,100,3.09,AU,1669935995
334,mahebourg,-20.4081,57.7,22.36,78,21,2.94,MU,1669935996
335,muzhi,65.3667,64.6667,-20.59,95,6,3.2,RU,1669935996
336,sao filipe,14.8961,-24.4956,23.36,65,100,5.84,CV,1669935764
337,kununurra,-15.7667,128.7333,26.99,65,56,0.0,AU,1669935997
338,batagay-alyta,67.8006,130.4114,-25.77,99,100,0.88,RU,1669935997
339,kontagora,10.3999,5.4695,24.35,35,59,1.88,NG,1669935997
340,esil,51.9556,66.4042,-14.12,81,100,5.79,KZ,1669935998
341,bubaque,11.2833,-15.8333,27.57,63,61,7.01,GW,1669935998
342,camacha,33.0833,-16.3333,16.68,77,40,7.2,PT,1669935999
343,solwezi,-12.1688,26.3894,15.16,96,2,1.5,ZM,1669935999
344,peddapalli,18.6167,79.3667,18.94,64,0,1.13,IN,1669936000
345,mogadishu,2.0371,45.3438,26.52,76,99,5.44,SO,1669935898
346,ancud,-41.8697,-73.8203,11.24,68,98,2.96,CL,1669935945
347,puerto el triunfo,13.2833,-88.55,27.51,75,44,1.21,SV,1669936000
348,kudahuvadhoo,2.6708,72.8944,26.46,73,98,1.49,MV,1669936001
349,kenai,60.5544,-151.2583,-9.36,85,0,1.54,US,1669936001
350,menongue,-14.6585,17.691,19.03,68,16,1.93,AO,1669936001
351,japura,-0.3167,102.35,22.5,99,100,1.14,ID,1669936002
352,esperance,-33.8667,121.9,17.78,81,100,5.93,AU,1669936002
353,ouesso,1.6136,16.0517,20.87,98,81,1.08,CG,1669936003
354,yurga,55.7231,84.8861,-18.94,98,93,2.44,RU,1669936003
355,honggang,46.4667,124.8667,-20.25,87,11,4.07,CN,1669936003
356,raton,36.9034,-104.4391,12.96,21,0,4.12,US,1669936004
357,ocos,14.5094,-92.1933,29.1,75,68,1.48,GT,1669936004
358,rawah,34.4816,41.9093,16.88,62,93,3.78,IQ,1669936004
359,sao gabriel da cachoeira,-0.1303,-67.0892,23.84,96,90,1.21,BR,1669936005
360,iracoubo,5.4802,-53.2011,25.65,84,64,4.67,GF,1669936005
361,simbahan,6.3032,120.5836,27.59,76,100,2.35,PH,1669936005
362,vanimo,-2.6741,141.3028,26.85,85,100,2.6,PG,1669936006
363,la ronge,55.1001,-105.2842,-22.09,96,100,1.8,CA,1669936006
364,rawson,-43.3002,-65.1023,21.75,38,55,14.26,AR,1669936007
365,edirne,41.6772,26.556,4.33,88,100,4.14,TR,1669936007
366,lyubar,49.9204,27.7592,-5.46,91,100,2.42,UA,1669936007
367,oliveira dos brejinhos,-12.3169,-42.8961,21.66,94,99,0.71,BR,1669936008
368,srandakan,-7.9386,110.2506,25.6,80,81,1.78,ID,1669936008
369,luganville,-15.5333,167.1667,30.14,69,96,5.31,VU,1669936008
370,zemio,5.0314,25.1361,21.41,89,97,1.39,CF,1669936009
371,krasnomayskiy,57.6194,34.4099,-13.61,93,20,1.92,RU,1669936009
372,tautira,-17.7333,-149.15,26.32,81,89,7.6,PF,1669936010
373,rocha,-34.4833,-54.3333,20.72,96,48,2.5,UY,1669936010
374,faya,18.3851,42.4509,11.29,64,22,0.41,SA,1669936010
375,fushan,37.4958,121.2581,-2.15,45,20,2.89,CN,1669936011
376,puerto madero,14.7208,-92.4215,29.11,79,75,2.57,MX,1669936011
377,auki,-8.7676,160.7034,26.92,86,98,3.37,SB,1669936011
378,nuuk,64.1835,-51.7216,-6.66,49,40,9.26,GL,1669935792
379,aasiaat,68.7098,-52.8699,-17.13,98,83,5.69,GL,1669936012
380,jumla,29.2747,82.1838,4.89,29,8,2.38,NP,1669935791
381,miles city,46.4083,-105.8406,-2.82,71,98,4.13,US,1669935953
382,berlevag,70.8578,29.0864,1.0,86,100,3.09,NO,1669936013
383,tambura,5.6,27.4667,22.05,76,45,1.72,SS,1669936013
384,kharp,66.8014,65.8081,-16.94,95,5,3.49,RU,1669936014
385,los llanos de aridane,28.6585,-17.9182,16.86,87,0,3.6,ES,1669936014
386,pobe,6.9801,2.6649,24.1,84,83,2.12,BJ,1669936014
387,kilindoni,-7.9139,39.6668,25.87,80,59,4.09,TZ,1669936015
388,barranca,-10.75,-77.7667,20.38,80,12,3.02,PE,1669935827
389,nchelenge,-9.3451,28.734,20.66,87,100,2.07,ZM,1669936015
390,kedrovyy,56.1667,91.8167,-26.19,100,100,1.47,RU,1669936015
391,goderich,43.7501,-81.7165,0.51,60,82,4.76,CA,1669935739
392,makakilo city,21.3469,-158.0858,28.18,57,20,5.14,US,1669936016
393,kostomuksha,64.571,30.5767,-4.76,93,93,1.3,RU,1669936017
394,turukhansk,65.8167,87.9833,-16.73,97,100,3.33,RU,1669935752
395,krasnoselkup,65.7,82.4667,-20.17,98,100,4.45,RU,1669936017
396,hanyang,32.1371,105.5126,1.24,86,80,1.05,CN,1669936018
397,yantal,56.8471,105.2542,-23.84,95,100,3.51,RU,1669936018
398,ushtobe,45.2514,77.9838,-8.44,93,96,2.0,KZ,1669936018
399,cabra,37.4725,-4.4421,8.1,71,6,1.51,ES,1669936019
400,codrington,-38.2667,141.9667,14.91,68,11,2.74,AU,1669936019
401,monteagudo,-19.8167,-63.9833,17.53,96,88,2.04,BO,1669936020
402,cobija,-11.0267,-68.7692,29.51,55,80,1.44,BO,1669936020
403,saint-denis,48.9167,2.3333,6.19,82,100,4.12,FR,1669936020
404,sydney,-33.8679,151.2073,21.29,64,75,5.14,AU,1669935918
405,ipora,-16.4419,-51.1178,23.57,57,17,1.0,BR,1669936021
406,tharad,24.3961,71.6267,16.75,33,0,1.88,IN,1669936021
407,togur,58.3631,82.8265,-22.09,98,82,2.77,RU,1669936022
408,ippy,6.2679,21.2247,23.16,78,98,0.92,CF,1669936022
409,dunedin,-45.8742,170.5036,11.56,70,25,4.92,NZ,1669935752
410,polonnaruwa,7.9333,81.0,22.75,96,50,0.48,LK,1669935744
411,jiamusi,46.8333,130.35,-17.45,77,100,5.91,CN,1669936023
412,constitucion,-35.3333,-72.4167,15.31,66,0,7.06,CL,1669936023
413,sao joao da barra,-21.6403,-41.0511,24.05,91,100,8.27,BR,1669936023
414,vieira de leiria,39.8695,-8.9324,10.91,77,0,1.92,PT,1669935726
415,rudbar,30.15,62.6,9.41,62,0,4.05,AF,1669936024
416,porto-vecchio,41.591,9.2795,7.74,93,20,1.54,FR,1669936024
417,ilhabela,-23.7781,-45.3581,23.73,93,86,3.14,BR,1669935478
418,daru,-9.0763,143.2092,24.91,90,100,5.84,PG,1669936025
419,zapolyarnyy,69.4154,30.8136,-4.4,98,83,1.02,RU,1669936025
420,moron,-34.6534,-58.6198,22.21,65,73,4.53,AR,1669936026
421,dingle,10.9995,122.6711,25.06,92,81,4.34,PH,1669935762
422,severo-yeniseyskiy,60.3725,93.0408,-30.3,100,95,1.75,RU,1669936026
423,qitaihe,45.8,130.85,-17.65,74,66,2.91,CN,1669936026
424,phan thiet,10.9333,108.1,24.6,72,100,2.93,VN,1669935914
425,faanui,-16.4833,-151.75,27.02,78,83,8.72,PF,1669936027
426,deputatskiy,69.3,139.9,-26.59,96,100,3.71,RU,1669936028
427,aguimes,27.9054,-15.4461,18.35,75,75,2.68,ES,1669936028
428,alice springs,-23.7,133.8833,26.75,18,0,4.12,AU,1669936029
429,okhotsk,59.3833,143.3,-19.93,98,100,3.1,RU,1669936029
430,tazovskiy,67.4667,78.7,-19.63,98,99,4.52,RU,1669936029
431,samarai,-10.6167,150.6667,28.59,71,100,1.29,PG,1669936030
432,prince rupert,54.3161,-130.3201,-4.16,30,100,1.38,CA,1669935625
433,oktyabrskoye,43.0645,44.7417,0.08,93,100,1.0,RU,1669936030
434,kupang,-10.1667,123.5833,27.32,89,20,1.03,ID,1669936031
435,verkhoyansk,67.5447,133.385,-26.62,99,100,1.48,RU,1669936031
436,manono,-7.3,27.4167,20.03,99,100,1.11,CD,1669936032
437,rabaul,-4.1967,152.1721,28.45,72,97,3.25,PG,1669936032
438,savannah bight,16.45,-85.85,27.29,77,11,6.45,HN,1669936033
439,bonavista,48.6499,-53.1147,5.73,86,100,17.76,CA,1669936033
440,dangriga,16.9692,-88.2321,25.51,84,100,3.56,BZ,1669936034
441,ankazoabo,-22.2833,44.5167,20.64,86,83,0.9,MG,1669936034
442,tromso,69.6496,18.957,2.01,93,75,0.51,NO,1669936035
443,praia,14.9215,-23.5087,22.8,67,95,6.28,CV,1669935950
444,oranjemund,-28.55,16.4333,16.76,94,14,3.68,NA,1669936035
445,minab,27.1467,57.0801,22.03,68,37,1.46,IR,1669936035
446,tubuala,9.5167,-79.0333,26.76,73,44,5.07,PA,1669936036
447,meadow lake,34.8014,-106.5436,14.37,30,17,5.16,US,1669935790
448,kandrian,-6.2167,149.55,28.81,73,100,4.51,PG,1669936036
449,kimbe,-5.5502,150.1429,28.8,73,100,0.86,PG,1669936037
450,chebsara,59.2002,38.8356,-20.37,93,74,1.44,RU,1669936037
451,kaka,37.3482,59.6143,4.56,77,100,0.98,TM,1669936038
452,purranque,-40.9167,-73.1667,19.63,44,67,2.39,CL,1669936038
453,cockburn town,21.4612,-71.1419,26.71,67,0,9.92,TC,1669936026
454,chincha alta,-13.4099,-76.1323,20.33,77,18,1.72,PE,1669936038
455,erzurum,40.0,41.5,2.82,87,76,1.63,TR,1669936039
456,corowa,-36.0333,146.3833,22.54,66,27,3.56,AU,1669936039
457,caborca,30.5838,-111.101,22.0,21,100,5.81,MX,1669936040
458,caraz,-9.0486,-77.81,16.06,75,85,2.96,PE,1669936040
459,victor harbor,-35.5667,138.6167,21.49,71,0,3.52,AU,1669936040
460,yabrud,33.9674,36.6574,7.63,82,21,1.94,SY,1669936041
461,weligama,5.9667,80.4167,23.85,90,54,1.49,LK,1669936041
462,hamilton,39.1834,-84.5333,3.02,59,95,0.45,US,1669935624
463,kousseri,12.0769,15.0306,23.78,26,100,4.21,CM,1669936042
464,mayumba,-3.432,10.6554,24.56,93,100,4.28,GA,1669936042
465,balykshi,47.0667,51.8667,-12.0,85,0,3.0,KZ,1669936043
466,mehamn,71.0357,27.8492,0.97,100,100,2.57,NO,1669936043
467,belaya gora,68.5333,146.4167,-22.52,98,100,5.29,RU,1669936043
468,aksha,50.2814,113.2867,-18.38,75,80,6.46,RU,1669936044
469,havixbeck,51.9833,7.4167,3.97,91,100,3.19,DE,1669936044
470,lexington,37.9887,-84.4777,3.0,50,0,1.54,US,1669935983
471,lahaina,20.8783,-156.6825,27.19,88,58,4.68,US,1669936045
472,strai,58.2,7.9,1.33,82,75,3.6,NO,1669936046
473,sergeyevka,53.88,67.4158,-17.2,84,100,3.99,KZ,1669936046
474,sigli,5.3848,95.9609,25.15,79,100,2.0,ID,1669936046
475,kruisfontein,-34.0033,24.7314,16.6,86,5,2.0,ZA,1669936047
476,saint-pierre,-21.3393,55.4781,25.87,64,0,3.09,RE,1669936047
477,lima,-12.0432,-77.0282,21.0,75,15,3.54,PE,1669935754
478,zhicheng,30.2956,111.5047,0.26,79,24,1.24,CN,1669936048
479,thunder bay,48.4001,-89.3168,-3.43,80,100,4.95,CA,1669935980
480,eydhafushi,5.1033,73.0708,26.41,77,67,1.78,MV,1669936048
481,diego de almagro,-26.3667,-70.05,20.1,34,0,3.92,CL,1669936048
482,havre,49.5833,0.3333,4.08,93,16,3.6,FR,1669936049
483,mmabatho,-25.85,25.6333,24.4,33,32,0.29,ZA,1669936049
484,yumen,40.2833,97.2,-13.04,77,5,2.23,CN,1669936050
485,tieling,42.2931,123.8414,-10.09,47,0,3.88,CN,1669936050
486,fulton,33.7668,-84.4499,10.76,48,75,2.57,US,1669936021
487,sundumbili,-29.1337,31.3975,19.28,90,91,4.62,ZA,1669936051
488,ichinoseki,38.9167,141.1333,1.17,66,70,3.36,JP,1669936051
489,danville,36.586,-79.395,6.13,53,0,0.8,US,1669935978
490,lunen,51.6167,7.5167,4.14,87,100,2.06,DE,1669936052
491,havelock,34.8791,-76.9013,9.41,69,0,1.54,US,1669936052
492,roald,62.5833,6.1333,4.86,75,0,4.12,NO,1669936052
493,rosarito,32.3333,-117.0333,15.82,61,100,2.26,MX,1669935896
494,darnah,32.767,22.6367,16.67,65,80,3.58,LY,1669936053
495,atambua,-9.1061,124.8925,25.03,72,63,0.47,ID,1669936053
496,mount isa,-20.7333,139.5,28.87,28,0,4.63,AU,1669936054
497,wattegama,6.7989,81.4808,22.44,94,79,1.43,LK,1669935863
498,chodavaram,17.8333,82.95,21.32,89,0,1.39,IN,1669936054
499,el tambo,1.4181,-77.3968,12.51,97,89,1.62,CO,1669936055
500,tairua,-37.0167,175.85,19.69,49,88,4.0,NZ,1669936055
501,markova,48.6758,24.4138,-4.26,95,99,0.68,UA,1669935852
502,mokhsogollokh,61.4681,128.9203,-29.28,97,100,1.14,RU,1669936056
503,nara,34.6851,135.8049,7.5,46,46,3.04,JP,1669936056
504,malakal,9.5334,31.6605,26.55,31,15,2.62,SS,1669936056
505,maraba,-5.3686,-49.1178,25.1,100,75,0.0,BR,1669935978
506,hermiston,45.8404,-119.2895,6.88,57,0,4.63,US,1669936057
507,shenzhen,22.5455,114.0683,15.08,81,100,4.86,CN,1669936057
508,balkhash,46.844,74.9804,-8.27,95,99,1.15,KZ,1669936058
509,wanning,18.8003,110.3967,19.48,91,100,6.73,CN,1669936058
510,husavik,66.0449,-17.3389,2.16,73,3,4.72,IS,1669936059
511,northam,51.0333,-4.2167,4.82,87,15,3.13,GB,1669936059
512,aketi,2.7388,23.7833,20.51,98,97,0.87,CD,1669936059
513,kulhudhuffushi,6.6221,73.07,26.32,78,38,1.92,MV,1669936060
514,minden,52.2833,8.9167,2.75,93,100,2.57,DE,1669936060
515,moroto,2.5345,34.6666,19.37,60,100,2.29,UG,1669936061
516,onega,63.9061,38.1404,-8.04,94,100,1.26,RU,1669935979
517,mannargudi,10.6667,79.4333,22.84,96,9,2.65,IN,1669936061
518,san quintin,30.4833,-115.95,15.67,60,99,4.78,MX,1669936061
519,banda aceh,5.5577,95.3222,25.11,77,100,2.58,ID,1669936062
520,manavalakurichi,8.1333,77.3,25.0,81,58,1.83,IN,1669936062
521,salaga,8.5508,-0.5188,29.03,44,86,1.85,GH,1669936063
522,turayf,31.6725,38.6637,12.04,67,0,2.22,SA,1669936063
523,manicore,-5.8092,-61.3003,23.88,95,90,0.57,BR,1669936063
524,zlynka,52.4267,31.7378,-1.88,83,100,4.59,RU,1669936064
525,guanica,17.9716,-66.908,25.68,67,15,3.28,PR,1669936064
526,lorengau,-2.0226,147.2712,28.83,70,100,1.68,PG,1669936065
527,massakory,12.996,15.7293,24.77,19,84,3.67,TD,1669936065
528,statesboro,32.4488,-81.7832,11.38,53,0,0.0,US,1669936065
529,padang,-0.9492,100.3543,23.93,92,100,1.82,ID,1669936066
530,coihaique,-45.5752,-72.0662,11.97,62,75,1.54,CL,1669935926
531,medea,36.2642,2.7539,8.33,50,100,2.51,DZ,1669936066
532,anadyr,64.75,177.4833,3.28,86,75,8.0,RU,1669936067
533,ust-nera,64.5667,143.2,-30.8,99,100,1.66,RU,1669936067
534,porosozero,62.7191,32.727,-6.85,98,100,0.32,RU,1669936067
535,university park,25.7465,-80.3676,26.01,80,75,5.66,US,1669936068
536,lewistown,40.5992,-77.5714,1.25,78,0,2.57,US,1669935961
537,pandan,14.0453,124.1694,26.52,84,82,6.45,PH,1669936068
538,el vigia,8.6219,-71.6506,23.65,91,33,0.58,VE,1669936069
539,merrill,45.1805,-89.6835,-2.13,58,0,4.63,US,1669936069
540,charters towers,-20.1,146.2667,23.01,57,100,4.47,AU,1669936069
541,salisbury,51.0693,-1.7957,3.63,98,100,2.06,GB,1669935836
542,yanam,16.7333,82.2167,23.65,91,7,2.42,IN,1669936070
543,fort nelson,58.8053,-122.7002,-20.09,90,67,0.69,CA,1669936070
544,buala,-8.145,159.5921,26.95,83,100,2.09,SB,1669936071
545,xining,36.6167,101.7667,-4.22,35,20,0.47,CN,1669936071
546,salina cruz,16.1667,-95.2,28.31,59,5,11.28,MX,1669936072
547,shingu,33.7333,135.9833,7.26,68,88,2.14,JP,1669936072
548,lompoc,34.6391,-120.4579,15.08,72,100,6.69,US,1669935816
549,dhidhdhoo,6.8833,73.1,26.54,77,12,1.82,MV,1669935847
550,ambilobe,-13.2,49.05,23.41,90,79,0.58,MG,1669936073
551,sobolevo,54.4299,31.8996,-9.06,88,100,3.85,RU,1669936073
552,teknaf,20.8624,92.3058,22.17,73,0,3.14,BD,1669936073
553,fengxian,34.7039,116.5872,-3.79,34,53,2.87,CN,1669936074
554,pangnirtung,66.1451,-65.7125,-16.17,70,100,3.79,CA,1669936074
555,seymchan,62.8833,152.4333,-34.5,99,99,0.95,RU,1669936075
556,kemijarvi,66.7131,27.4306,-5.31,98,99,0.29,FI,1669936075
557,labuhan,-6.8844,112.2051,25.02,80,99,5.69,ID,1669936076
558,wageningen,51.9667,5.6667,5.53,92,100,3.09,NL,1669936076
559,iwaki,37.05,140.8833,6.68,77,100,0.89,JP,1669936076
560,canberra,-35.2835,149.1281,18.54,72,100,2.57,AU,1669935936
561,manakara,-22.1333,48.0167,21.48,93,27,1.76,MG,1669936077
562,conde,-7.2597,-34.9075,26.7,74,20,3.6,BR,1669936077
563,katete,-0.7818,29.7544,15.92,95,100,1.12,UG,1669936078
564,waipawa,-41.4122,175.5153,10.78,87,99,4.54,NZ,1669936078
565,nyuksenitsa,60.4128,44.2397,-11.65,96,100,1.16,RU,1669936078
566,tawau,4.2498,117.8871,25.51,84,95,1.08,MY,1669936079
